id,text,theme_id,theme,author,author_title,comment_url,likes,replies,sentiment,idea_strength_seed
7369243120296710145,"Great Initiatives, I would say that there is common AI training which build the baseline for all industries, however specialized training per industry would be essential. and not only the AI / IT Experiences, but the Industries experience as a good mix. The industries are listed below, and can be prioritized based on Saudi Market, and Business Trends: So AI Training vision should fit the following industries (47+): 1. Agriculture 2. Aerospace 3. Automotive 4. Biotechnology 5. Chemicals 6. Construction 7. Consumer Goods 8. Defense 9. Education 10. Electronics 11. Energy 12. Entertainment 13. Environmental Services 14. Fashion 15. Financial Services 16. Food & Beverage 17. Forestry 18. Government 19. Healthcare 20. Hospitality 21. Information Technology 22. Insurance 23. Legal Services 24. Logistics 25. Manufacturing 26. Marine 27. Media 28. Mining 29. Non-Profit 30. Oil & Gas 31. Pharmaceuticals 32. Publishing 33. Real Estate 34. Retail 35. Software 36. Sports 37. Telecommunications 38. Tourism 39. Transportation 40. Utilities 41. Waste Management 42. Wholesale 43. Robotics 44. Artificial Intelligence (The baseline) 45. Cybersecurity 46. Data Analytics 47. Research & Development",7,ai / real / training,Hesham Sewaify,"Global Strategic Accounts & Sales Leader at Emerson Automation Solutions | BSc in Electrical Engineering | Industrial Expert Oil & Gas, Petrochemicals, and diverse market in KSA and GCC",https://www.linkedin.com/feed/update/urn:li:activity:7369227868972691457?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7369227868972691457%2C7369243120296710145%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287369243120296710145%2Curn%3Ali%3Aactivity%3A7369227868972691457%29,0,0,0.10000000000000002,0.0
7369245296058384385,"AI training is significantly different from other types of technology training. It requires a fundamental shift in mindset. Therefore, proper training should not only focus on the technical aspects of AI but must also extend beyond technology. Who would create the demand for AI services and products? Business people. However, if they don't understand AI (not in a technical sense, but in terms of value creation), then there won't be sufficient demand for the AI supply that Saudi Arabia is investing in. An AI academy should have multiple paths: executive, business (non-technical), and technical. I see this challenge of the disconnect between business professionals and technical professionals daily.",6,ai / saudi / real,Mohammed Alqarni,AI-for-Business Consultant | Helping enterprises realize value and unlock growth with AI,https://www.linkedin.com/feed/update/urn:li:activity:7369227868972691457?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7369227868972691457%2C7369245296058384385%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287369245296058384385%2Curn%3Ali%3Aactivity%3A7369227868972691457%29,0,0,-0.0125,0.0
7369246054367547394,"Hi Tareq, first of all congratulations on the launch of Humain platform, a Leap of faith, a brand new milestone for the Arab world. This will allow for so many talented Arab speaking people to manifest their hidden Talents & innovate. launching Humain Academy is a brilliant idea, moreover, I believe that the academy should align with local educational system to guide & prepare Students in the Right approach & to be fully ready for the AI world. Observing the helthcare system in KSA, It faces many challenges, leveraging AI Will allow for faster & more accurate diagnosis, disease detection systems, Streamlined data integration & unified records & much more Hamain academy, will play a pivotal role in educating & preparing talents to address the various challenges across The various disciplines.",8,ai / saudi / humain,Taymour Ismail,"CEO /founder AI TECH, Embarking On a new chapter, the dynamic world of artificial intelligence & advanced technologies. Saudi Arabia’s vision 2030",https://www.linkedin.com/feed/update/urn:li:activity:7369227868972691457?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7369227868972691457%2C7369246054367547394%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287369246054367547394%2Curn%3Ali%3Aactivity%3A7369227868972691457%29,0,0,0.32090654443595623,0.0
7369249919980687361,"Tareq Amin This is truly an inspiring initiative. In my view, the success of AI in any organization or society depends on public trust and awareness. Except for a small group of experts, most people still perceive AI as a mystery rather than a tool designed to augment human productivity and improve quality of life. HUMAIN is all about enhancing public living via AI. 1# What needed to be Focused as asked? There is a strong need to prioritize AI awareness and digital dexterity. Not everyone in enterprises or corporations is digitally fluent, so training should ensure professionals can confidently adopt AI as a partner aligned with organizational goals—not as a replacement for human talent. (1)",4,ai / tareq / tareq amin,Muhammad Irfan Raza (MBA),"Freelance Tech Analyst – AI, IoT, and Emerging Technologies",https://www.linkedin.com/feed/update/urn:li:activity:7369227868972691457?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7369227868972691457%2C7369249919980687361%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287369249919980687361%2Curn%3Ali%3Aactivity%3A7369227868972691457%29,0,1,0.16527777777777777,2.621875
7369250402409664512,"I think the main focus should be on real, hands-on skills that people can actually use in their jobs. A lot of AI training today stays very theoretical, but what’s really needed is the chance to work directly with tools, data, and real-life projects. If the academy can bridge that gap between what’s taught in classrooms and what companies in Saudi really need—whether in finance, healthcare, energy, or even government—it will make a big difference. At the end of the day, people want to come out of a program not just with a certificate, but with the confidence that they can build and deploy something useful in the real world.",6,ai / saudi / real,Hussam J. Kilani,Digital Transformation | Lead Business Analyst | Product Management,https://www.linkedin.com/feed/update/urn:li:activity:7369227868972691457?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7369227868972691457%2C7369250402409664512%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287369250402409664512%2Curn%3Ali%3Aactivity%3A7369227868972691457%29,0,0,0.13666666666666666,0.0
7369251010550095876,Khobar also deserves a chance.. We should not forget that the #1 university in the world #KFUPM is located in Dahran 😁👌,8,ai / saudi / humain,Eng. Ramzi AlJunaidi,Senior Executive | Strategy & Transformation Leader | Driving Growth Beyond the Energy Sector,https://www.linkedin.com/feed/update/urn:li:activity:7369227868972691457?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7369227868972691457%2C7369251010550095876%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287369251010550095876%2Curn%3Ali%3Aactivity%3A7369227868972691457%29,0,2,0.0,4.5
7369251493759193088,"Tareq Amin you should connect with Dr. Michel A. Khoury . He is reshaping academia by training the next generation in real world skills, including AI, and transforming education in both physical classrooms and online. His work will impact the MENA region and beyond. Good luck!",2,ai / tareq / amin,Tarek Itani,Executive Vice Chairman,https://www.linkedin.com/feed/update/urn:li:activity:7369227868972691457?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7369227868972691457%2C7369251493759193088%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287369251493759193088%2Curn%3Ali%3Aactivity%3A7369227868972691457%29,0,0,0.26875,0.0
7369251685363314691,"I witnessed similar excellent academies and training in Abu Dhabi. One comment I would have is to make HUMAIN Academy as human as possible, drawing on students from diverse backgrounds, ages, socioeconomics, nationalities, neurodivergent. Better input should result in superior output.",8,ai / saudi / humain,Scott Birch,Associate Director – Content Strategy at Red Sea Global,https://www.linkedin.com/feed/update/urn:li:activity:7369227868972691457?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7369227868972691457%2C7369251685363314691%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287369251685363314691%2Curn%3Ali%3Aactivity%3A7369227868972691457%29,0,0,0.3666666666666667,0.0
7369252025101971456,"Hi Tareq Amin— love this direction. My crisp take: >Prioritise: Arabic-first AI (MSA + dialects), production readiness (LLMOps, evals, safety), and enterprise integration (RAG/RAA with real systems, data residency). >Fix what’s missing: A measurement culture (quality/latency/cost/safety), vendor-neutral fluency, and learners graduating with a shipped mini-product, not just a certificate. >8-week path: Foundations & safety → Build & evaluate → Integrate & optimize → Operate & govern → Sector capstone (Saudi use case).",2,ai / tareq / amin,Amit Pandey,Principal Product Manager @ Microsoft | Building Agentic AI & Copilot Experiences | Customer-Obsessed Innovator,https://www.linkedin.com/feed/update/urn:li:activity:7369227868972691457?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7369227868972691457%2C7369252025101971456%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287369252025101971456%2Curn%3Ali%3Aactivity%3A7369227868972691457%29,0,0,0.1875,0.0
7369252405869281285,"An academy should produce qualified resources to tackle real life concerns. There should be real life solutions in the following domains: Agriculture (agrobots etc) Manufacturing (arm robots) Healthcare Education Insurance and banking Entertainment We need to stop old fashioned methods of data entry systems and use AI to elevate the human daily interaction. Humain can put Riyadh on the top tech cities of the world map, and a well designed academy could be the Oxford of Saudi Arabia.",6,ai / saudi / real,Rami N.,GCC Cloud and AI,https://www.linkedin.com/feed/update/urn:li:activity:7369227868972691457?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7369227868972691457%2C7369252405869281285%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287369252405869281285%2Curn%3Ali%3Aactivity%3A7369227868972691457%29,0,0,0.14285714285714285,0.0
7369254297915547649,"When designing AI training programs, a few principles are essential: • Inclusive by design: programs should meet the needs of all employees, from entry-level to top management. • Flexible in depth and duration: ranging from short orientations to multi-month deep learning tracks. • Holistic in scope: covering AI development and enhancement, usability and application, as well as risk, control, and governance. • Sector-specific: tailored programs for industries such as healthcare, smart cities, cybersecurity, and law — enabling professionals to apply AI in their fields and feed back insights into better use cases. Training done right becomes more than a skill-building exercise — it becomes a driver of responsible AI adoption and sustainable growth. (Drafted in my own words, with AI support rewarding — a small example of human–AI collaboration in action.)",7,ai / real / training,Mohammed Alomari,"Director Cybersecurity / Privacy / Risk Management / Corporate Governance, Audit and Compliance , EMBA, CISSP",https://www.linkedin.com/feed/update/urn:li:activity:7369227868972691457?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7369227868972691457%2C7369254297915547649%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287369254297915547649%2Curn%3Ali%3Aactivity%3A7369227868972691457%29,0,0,0.18437499999999998,0.0
7369254497052721153,Mr. CEO let's discuss few ideas to make the academy a success. heshammoubarak72@gmail.com,10,academy / initiative / humain,Hesham Moubarak,Senior Principal Geophysicist | AI & ML Innovator in Seismic Interpretation | Expert in Reservoir Optimization & Energy Transition | University Lecturer | 20+ Years of Global Leadership,https://www.linkedin.com/feed/update/urn:li:activity:7369227868972691457?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7369227868972691457%2C7369254497052721153%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287369254497052721153%2Curn%3Ali%3Aactivity%3A7369227868972691457%29,0,0,0.04999999999999999,0.0
7369256339178418176,"Hi Mr Tareq Indeed, this will help the people to understand AI I suggest the following from my experience Create two portfolios for education 1- Technical, focus on computer vision, which will lead to the realisation of very important projects in KSA 2- Strategic, this is a very critical and important area because every single company wants to implement AI but does not know how, and then fails at this stage, and many projects fail at this stage after investing money, time and effort, and are then out of the AI race.",4,ai / tareq / tareq amin,Younis Arrabi - MSc (AI),PhD Researcher in Artificial Intelligence | Specializing in AI Applications for Telecommunications | AI Computer Vision | Data Analytics | BI Specialist | EXCEL Expert,https://www.linkedin.com/feed/update/urn:li:activity:7369227868972691457?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7369227868972691457%2C7369256339178418176%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287369256339178418176%2Curn%3Ali%3Aactivity%3A7369227868972691457%29,0,0,0.05485714285714287,0.0
7369257032236834817,"1 thing that needs to be baked into this is CONTINUOUS LEARNING. Even for folks who work in AI daily, have struggled to keep up so you can only imagine how folks who are not interacting with AI. - Some mechanism to encourage daily use. Gamification helps but it really happens when people are incentivised and appraised. - Learning should not be limited to theory, people need to be given means to practice. A dedicated small learning budget (e.g. everyone gets SAR2000 per year) - An internal ""incubator"" that oversees some of these practical ideas and scales it deep and wide. This is where I saw IMPACT when I was running AI projects for marketing worth $1.6B at Google Hope this helps",0,ai / training / humain,Danish B.,"Ex-Google, AI and Marketing Consultant. I transform businesses and professionals with AI literacy",https://www.linkedin.com/feed/update/urn:li:activity:7369227868972691457?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7369227868972691457%2C7369257032236834817%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287369257032236834817%2Curn%3Ali%3Aactivity%3A7369227868972691457%29,0,0,0.007857142857142858,0.0
7369257497032957954,"🚀 This is such an exciting initiative! Congratulations on shaping a vision that truly rethinks how AI training should be delivered in Saudi and the wider region. From our experience, this is what resonates most: 1. Build tracks for priority sectors in Saudi Vision 2030 (energy, finance, healthcare, logistics, construction) 2. Bridging leadership & strategy with AI adoption — AI + Leadership & Change Management - Most AI programs focus on tools; very few prepare leaders to drive adoption, manage AI ethics, and align AI with business strategy. 3. Entrepreneurship & AI for Startups - Offer a track that empowers entrepreneurs to build AI-powered businesses, pitch investors, and deploy MVPs. - This fills a gap as most AI training ignores the startup ecosystem in Saudi. Most importantly, what’s missing today is training rarely addresses AI implementation barriers: change management, culture, and workforce adoption. Building on the leadership and behavioral change it’s a win. Looking forward to seeing HUMAIN Academy become a benchmark for practical, future-ready AI talent development in Saudi Arabia. 👏",6,ai / saudi / real,Lule Bunjaku Karapinar,VP - Executive Education at LEORON Institute,https://www.linkedin.com/feed/update/urn:li:activity:7369227868972691457?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7369227868972691457%2C7369257497032957954%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287369257497032957954%2Curn%3Ali%3Aactivity%3A7369227868972691457%29,0,0,0.3104545454545455,0.0
7369257808103407618,The Academy goal should be improving Human Experience in all aspects of life not only in businesses.,10,academy / initiative / humain,Hamdi Al-Amawi,"Human Experience Practitioner, MBA, Doctoral Researcher, Co-author of ""Customer Experience 5 "" ، CX Awards Judge",https://www.linkedin.com/feed/update/urn:li:activity:7369227868972691457?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7369227868972691457%2C7369257808103407618%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287369257808103407618%2Curn%3Ali%3Aactivity%3A7369227868972691457%29,0,0,0.0,0.0
7369258037397622786,"What areas do you believe we should focus on most? Tareq Amin, below one input: In mission-critical enterprise processes, the challenge is to ensure that the outcomes of ML, GenAI, and agentic systems are as reliable and explainable as those produced by deterministic systems, while still meeting the expectations for superior value offered by the former.",3,ai / training / skills,Matteo Gatta,CEO | CRO | SaaS & CPaaS Transformation | $1B+ Global P&L | Telco & Tech | Profitable Growth | Board Experience,https://www.linkedin.com/feed/update/urn:li:activity:7369227868972691457?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7369227868972691457%2C7369258037397622786%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287369258037397622786%2Curn%3Ali%3Aactivity%3A7369227868972691457%29,0,0,0.39999999999999997,0.0
7369260211892613121,"Enabling Marketers on utilizing AI is vital. Young Marketers should focus on driving strategies, Tactics, Analytics & User Behavior Cohorts, Content Creation,& integrated campaign planning. I am happy to contribute to this Academy, As a caliber who have been relying on AI in day to day Marketing OPS",0,ai / training / humain,Basem Mohsen,🚀 Regional Marketing & GTM Leader | SaaS & Fintech Growth | Digital & Brand Strategy | Demand Generation | Performance Marketing,https://www.linkedin.com/feed/update/urn:li:activity:7369227868972691457?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7369227868972691457%2C7369260211892613121%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287369260211892613121%2Curn%3Ali%3Aactivity%3A7369227868972691457%29,0,0,0.3333333333333333,0.0
7369260669176598531,"I believe the main focus should be on: Hands-on learning with real AI tools and platforms – enabling learners to work directly in practical environments rather than just theory. Real-world projects and business cases – designing programs that mirror the challenges of Saudi and global companies, preparing learners to solve actual problems. Bridging theory and practice – ensuring students grasp AI fundamentals in ways that can be directly applied in the workplace. Entrepreneurship and innovation – empowering learners to develop scalable, executable AI solutions and products. Advanced skill development – including machine learning, deep learning, data analytics, and natural language processing, with a strong focus on practical applicability. Focusing on these areas will position HUMAIN Academy as a leading platform that closes the gap between academic learning and real market needs.",6,ai / saudi / real,Ashraf AL-Tarawneh .,"Sr. Digital Transformation & Strategy Advisor | TOGAF, CDMP, ISMS, BCMS, CISSP, CISA, PMP, BSC, GDPR, CEH, COBIT, ISO 56000, ITSM, CCBA, CDBA, CMMI, Strategic Planning, Innovation Management, Agile, Business Analysis",https://www.linkedin.com/feed/update/urn:li:activity:7369227868972691457?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7369227868972691457%2C7369260669176598531%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287369260669176598531%2Curn%3Ali%3Aactivity%3A7369227868972691457%29,0,0,0.14166666666666666,0.0
7369261779467554816,"Great initiative 👏 Excited to see this take shape. A few areas I’d recommend: AI for productivity: Practical skills in prompt coding & everyday efficiency. Hackathons: Driving innovation by solving real challenges in the Kingdom. AI in research: Promoting responsible use and helping young researchers understand local regulations on AI use in research and avoid any unintentional ""plagiarism"". This could really accelerate AI talent development in Saudi Arabia!",6,ai / saudi / real,Ashraf A.,"Expert in Risk & Compliance | Strategic Planning | R&D Governance | Energy & Sustainability | Data-Driven Decision-Making | DBA, PMP, PMI-RMP, CCEP-I, CMRP",https://www.linkedin.com/feed/update/urn:li:activity:7369227868972691457?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7369227868972691457%2C7369261779467554816%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287369261779467554816%2Curn%3Ali%3Aactivity%3A7369227868972691457%29,0,0,0.16944444444444445,0.0
7369262911740964864,"The gap you’re addressing is exactly where transformation either succeeds or stalls. In Saudi Arabia we’ve seen AI training stay stuck in theory while organizations struggle to find talent ready to deliver impact on the ground. Real world immersion on actual AI platforms must be the default not the exception. Sector specific problem solving spanning critical areas such as energy, industry, education, government, healthcare, public services, and emerging technologies should be the proving ground. And beyond technical fluency, we need to cultivate leaders who can deploy and scale AI responsibly at national level. An academy built this way won’t just upskill talent, it will shape the country’s AI operating model for the next decade. That’s the bar HUMAIN Academy should set.",6,ai / saudi / real,Dr. Alaa Alsaif,"Head of Knowledge Events, SDAIA | PhD | AI & Digital Transformation Leader Driving Global Programs & Capability Building Expert.",https://www.linkedin.com/feed/update/urn:li:activity:7369227868972691457?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7369227868972691457%2C7369262911740964864%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287369262911740964864%2Curn%3Ali%3Aactivity%3A7369227868972691457%29,0,0,0.12916666666666665,0.0
